Year,Locationabbr,Locationdesc,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,GeoLocation
2019,CT,Connecticut,Overweight (BMI 25.0-29.9),35-44,Age Group,268,38.7,"(41.56266102000046, -72.64984095199964)"
2016,AZ,Arizona,Obese (bmi 30.0 - 99.8),18-24,Age Group,54,14.4,"(34.865970280000454, -111.76381127699972)"
2015,AK,Alaska,Overweight (bmi 25.0-29.9),35-44,Age Group,156,43.1,"(64.845079957001, -147.722059036)"
2019,AL,Alabama,Obese (BMI 30.0 - 99.8),35-44,Age Group,297,40.3,"(32.84057112200048, -86.63186076199969)"
2015,MT,Montana,Obese (bmi 30.0 - 99.8),18-24,Age Group,43,12.9,"(47.066528972, -109.424420645)"
2016,AR,Arkansas,Obese (bmi 30.0 - 99.8),45-54,Age Group,301,42.7,"(34.74865012400045, -92.27449074299966)"
2016,MD,Maryland,Obese (bmi 30.0 - 99.8),18-24,Age Group,118,16.3,"(39.29058096400047, -76.60926011099963)"
2019,SC,South Carolina,Obese (BMI 30.0 - 99.8),55-64,Age Group,500,38.6,"(33.998821303000454, -81.04537120699968)"
2019,GU,Guam,Overweight (BMI 25.0-29.9),25-34,Age Group,122,34.5,"(13.444304, 144.793731)"
2017,ID,Idaho,Overweight (bmi 25.0-29.9),55-64,Age Group,383,38.9,"(43.682630005000476, -114.3637300419997)"
2017,WA,Washington,Obese (bmi 30.0 - 99.8),65+,Age Group,1133,26.9,"(47.52227862900048, -120.47001078999972)"
2016,NM,New Mexico,Overweight (bmi 25.0-29.9),55-64,Age Group,496,40.9,"(34.52088095200048, -106.24058098499967)"
2017,MI,Michigan,Overweight (bmi 25.0-29.9),65+,Age Group,1406,39.4,"(44.6613195430005, -84.71439026999968)"
2015,AK,Alaska,Overweight (bmi 25.0-29.9),45-54,Age Group,256,39.8,"(64.845079957001, -147.722059036)"
2017,PR,Puerto Rico,Obese (bmi 30.0 - 99.8),18-24,Age Group,44,14.4,"(18.220833, -66.590149)"
2018,RI,Rhode Island,Obese (BMI 30.0 - 99.8),25-34,Age Group,128,27.5,"(41.70828019300046, -71.52247031399963)"
2017,RI,Rhode Island,Obese (bmi 30.0 - 99.8),35-44,Age Group,160,32.3,"(41.70828019300046, -71.52247031399963)"
2016,IA,Iowa,Overweight (bmi 25.0-29.9),55-64,Age Group,568,38.1,"(42.46940091300047, -93.81649055599968)"
2017,HI,Hawaii,Obese (bmi 30.0 - 99.8),55-64,Age Group,375,22.2,"(21.304850435000446, -157.85774940299973)"
2019,AR,Arkansas,Obese (BMI 30.0 - 99.8),25-34,Age Group,115,36.3,"(34.74865012400045, -92.27449074299966)"
2019,MA,Massachusetts,Overweight (BMI 25.0-29.9),18-24,Age Group,127,23.2,"(42.27687047000046, -72.08269067499964)"
2016,WI,Wisconsin,Obese (bmi 30.0 - 99.8),35-44,Age Group,182,35.5,"(44.39319117400049, -89.81637074199966)"
2016,OR,Oregon,Overweight (bmi 25.0-29.9),18-24,Age Group,70,19.0,"(44.56744942400047, -120.15503132599969)"
2015,AK,Alaska,Obese (bmi 30.0 - 99.8),35-44,Age Group,168,33.1,"(64.845079957001, -147.722059036)"
2015,TN,Tennessee,Overweight (bmi 25.0-29.9),65+,Age Group,802,39.9,"(35.68094058, -85.774490914)"
2016,VA,Virginia,Obese (bmi 30.0 - 99.8),25-34,Age Group,240,25.7,"(37.54268067400045, -78.45789046299967)"
2017,OR,Oregon,Overweight (bmi 25.0-29.9),45-54,Age Group,270,38.2,"(44.56744942400047, -120.15503132599969)"
2018,CO,Colorado,Obese (BMI 30.0 - 99.8),55-64,Age Group,440,26.8,"(38.843840757000464, -106.13361092099967)"
2015,KY,Kentucky,Obese (bmi 30.0 - 99.8),65+,Age Group,814,31.2,"(37.645970271, -84.774971048)"
2018,CA,California,Obese (BMI 30.0 - 99.8),25-34,Age Group,399,25.4,"(37.63864012300047, -120.99999953799971)"
2017,MS,Mississippi,Overweight (bmi 25.0-29.9),18-24,Age Group,59,27.9,"(32.745510099000455, -89.53803082499968)"
2018,TN,Tennessee,Obese (BMI 30.0 - 99.8),25-34,Age Group,179,29.2,"(35.68094058000048, -85.77449091399967)"
2019,ID,Idaho,Obese (BMI 30.0 - 99.8),65+,Age Group,536,29.1,"(43.682630005000476, -114.3637300419997)"
2016,NC,North Carolina,Obese (bmi 30.0 - 99.8),25-34,Age Group,229,30.4,"(35.466220975000454, -79.15925046299964)"
2017,IA,Iowa,Overweight (bmi 25.0-29.9),25-34,Age Group,264,32.3,"(42.46940091300047, -93.81649055599968)"
2019,MS,Mississippi,Obese (BMI 30.0 - 99.8),18-24,Age Group,73,27.8,"(32.745510099000455, -89.53803082499968)"
2016,DC,District of Columbia,Obese (bmi 30.0 - 99.8),55-64,Age Group,253,31.4,"(38.89037138500049, -77.03196112699965)"
2015,MT,Montana,Overweight (bmi 25.0-29.9),65+,Age Group,858,39.0,"(47.066528972, -109.424420645)"
2015,SC,South Carolina,Obese (bmi 30.0 - 99.8),35-44,Age Group,455,36.6,"(33.998821303, -81.045371207)"
2015,PA,Pennsylvania,Obese (bmi 30.0 - 99.8),65+,Age Group,502,30.8,"(40.793730152, -77.860700294)"
2019,AK,Alaska,Obese (BMI 30.0 - 99.8),35-44,Age Group,130,35.9,"(64.84507995700051, -147.72205903599973)"
2019,MD,Maryland,Overweight (BMI 25.0-29.9),65+,Age Group,2572,38.0,"(39.29058096400047, -76.60926011099963)"
2015,MA,Massachusetts,Overweight (bmi 25.0-29.9),35-44,Age Group,358,36.6,"(42.27687047, -72.082690675)"
2019,NV,Nevada,Obese (BMI 30.0 - 99.8),35-44,Age Group,113,34.8,"(39.493240390000494, -117.07184056399967)"
2015,AZ,Arizona,Obese (bmi 30.0 - 99.8),45-54,Age Group,309,32.1,"(34.86597028, -111.763811277)"
2019,CO,Colorado,Overweight (BMI 25.0-29.9),55-64,Age Group,626,37.9,"(38.843840757000464, -106.13361092099967)"
2015,NM,New Mexico,Overweight (bmi 25.0-29.9),25-34,Age Group,178,33.8,"(34.520880952, -106.240580985)"
2019,WY,Wyoming,Obese (BMI 30.0 - 99.8),18-24,Age Group,33,20.6,"(43.23554134300048, -108.10983035299967)"
2017,OR,Oregon,Obese (bmi 30.0 - 99.8),65+,Age Group,441,30.3,"(44.56744942400047, -120.15503132599969)"
2018,HI,Hawaii,Overweight (BMI 25.0-29.9),35-44,Age Group,315,34.6,"(21.304850435000446, -157.85774940299973)"
2015,MS,Mississippi,Obese (bmi 30.0 - 99.8),45-54,Age Group,337,37.0,"(32.745510099, -89.538030825)"
2018,LA,Louisiana,Overweight (BMI 25.0-29.9),18-24,Age Group,66,21.7,"(31.31266064400046, -92.44568007099969)"
2019,NC,North Carolina,Obese (BMI 30.0 - 99.8),18-24,Age Group,69,22.9,"(35.466220975000454, -79.15925046299964)"
2016,TX,Texas,Overweight (bmi 25.0-29.9),45-54,Age Group,526,35.0,"(31.827240407000488, -99.42677020599967)"
2015,HI,Hawaii,Obese (bmi 30.0 - 99.8),25-34,Age Group,173,22.5,"(21.304850435, -157.857749403)"
2015,AR,Arkansas,Obese (bmi 30.0 - 99.8),35-44,Age Group,159,39.9,"(34.748650124, -92.274490743)"
2019,VT,Vermont,Obese (BMI 30.0 - 99.8),25-34,Age Group,102,23.4,"(43.62538123900049, -72.51764079099962)"
2016,ND,North Dakota,Overweight (bmi 25.0-29.9),65+,Age Group,803,41.6,"(47.47531977900047, -100.11842104899966)"
2016,MD,Maryland,Obese (bmi 30.0 - 99.8),55-64,Age Group,1365,35.5,"(39.29058096400047, -76.60926011099963)"
2019,DE,Delaware,Overweight (BMI 25.0-29.9),45-54,Age Group,187,34.7,"(39.008830667000495, -75.57774116799965)"
2016,GA,Georgia,Obese (bmi 30.0 - 99.8),18-24,Age Group,46,17.3,"(32.83968109300048, -83.62758034599966)"
2019,WV,West Virginia,Overweight (BMI 25.0-29.9),45-54,Age Group,234,31.0,"(38.66551020200046, -80.71264013499967)"
2018,NE,Nebraska,Obese (BMI 30.0 - 99.8),35-44,Age Group,626,35.7,"(41.6410409880005, -99.36572062299967)"
2015,VA,Virginia,Overweight (bmi 25.0-29.9),18-24,Age Group,110,24.8,"(37.542680674, -78.457890463)"
2018,IA,Iowa,Overweight (BMI 25.0-29.9),55-64,Age Group,620,35.6,"(42.46940091300047, -93.81649055599968)"
2017,GU,Guam,Overweight (bmi 25.0-29.9),45-54,Age Group,115,37.6,"(13.444304, 144.793731)"
2018,LA,Louisiana,Obese (BMI 30.0 - 99.8),25-34,Age Group,199,33.9,"(31.31266064400046, -92.44568007099969)"
2019,WY,Wyoming,Obese (BMI 30.0 - 99.8),55-64,Age Group,288,32.5,"(43.23554134300048, -108.10983035299967)"
2017,ME,Maine,Overweight (bmi 25.0-29.9),25-34,Age Group,242,31.6,"(45.254228894000505, -68.98503133599962)"
2017,CA,California,Overweight (bmi 25.0-29.9),25-34,Age Group,500,36.7,"(37.63864012300047, -120.99999953799971)"
2015,NJ,New Jersey,Obese (bmi 30.0 - 99.8),45-54,Age Group,593,30.5,"(40.130570048, -74.273691288)"
2015,FL,Florida,Obese (bmi 30.0 - 99.8),45-54,Age Group,381,33.8,"(28.932040377, -81.928960539)"
2018,NJ,New Jersey,Obese (BMI 30.0 - 99.8),25-34,Age Group,84,21.8,"(40.13057004800049, -74.27369128799967)"
2017,UT,Utah,Overweight (bmi 25.0-29.9),65+,Age Group,941,40.6,"(39.360700171000474, -111.58713063499971)"
2018,WV,West Virginia,Overweight (BMI 25.0-29.9),25-34,Age Group,117,29.8,"(38.66551020200046, -80.71264013499967)"
2015,MA,Massachusetts,Obese (bmi 30.0 - 99.8),65+,Age Group,595,25.2,"(42.27687047, -72.082690675)"
2015,ME,Maine,Overweight (bmi 25.0-29.9),65+,Age Group,1250,39.6,"(45.254228894001, -68.985031336)"
2015,LA,Louisiana,Overweight (bmi 25.0-29.9),18-24,Age Group,75,30.3,"(31.312660644, -92.445680071)"
2016,HI,Hawaii,Obese (bmi 30.0 - 99.8),25-34,Age Group,187,26.3,"(21.304850435000446, -157.85774940299973)"
2016,IN,Indiana,Obese (bmi 30.0 - 99.8),35-44,Age Group,360,35.0,"(39.766910452000445, -86.14996019399968)"
2016,ME,Maine,Overweight (bmi 25.0-29.9),65+,Age Group,1378,36.9,"(45.254228894000505, -68.98503133599962)"
2016,NJ,New Jersey,Overweight (bmi 25.0-29.9),35-44,Age Group,299,38.0,"(40.13057004800049, -74.27369128799967)"
2019,IL,Illinois,Overweight (BMI 25.0-29.9),45-54,Age Group,300,36.7,"(40.48501028300046, -88.99771017799969)"
2018,VT,Vermont,Overweight (BMI 25.0-29.9),45-54,Age Group,354,38.3,"(43.62538123900049, -72.51764079099962)"
2018,MT,Montana,Overweight (BMI 25.0-29.9),55-64,Age Group,383,36.3,"(47.06652897200047, -109.42442064499971)"
2019,NE,Nebraska,Obese (BMI 30.0 - 99.8),25-34,Age Group,477,30.6,"(41.6410409880005, -99.36572062299967)"
2016,VT,Vermont,Obese (bmi 30.0 - 99.8),65+,Age Group,521,25.9,"(43.62538123900049, -72.51764079099962)"
2017,WI,Wisconsin,Overweight (bmi 25.0-29.9),35-44,Age Group,234,36.9,"(44.39319117400049, -89.81637074199966)"
2018,KS,Kansas,Obese (BMI 30.0 - 99.8),55-64,Age Group,797,39.5,"(38.34774030000045, -98.20078122699965)"
2015,RI,Rhode Island,Overweight (bmi 25.0-29.9),25-34,Age Group,126,31.7,"(41.708280193, -71.522470314)"
2015,AL,Alabama,Obese (bmi 30.0 - 99.8),65+,Age Group,738,30.2,"(32.840571122, -86.631860762)"
2019,LA,Louisiana,Overweight (BMI 25.0-29.9),45-54,Age Group,220,32.5,"(31.31266064400046, -92.44568007099969)"
2016,NH,New Hampshire,Obese (bmi 30.0 - 99.8),25-34,Age Group,118,29.9,"(43.65595011300047, -71.50036091999965)"
2016,KS,Kansas,Overweight (bmi 25.0-29.9),18-24,Age Group,176,28.5,"(38.34774030000045, -98.20078122699965)"
2017,PA,Pennsylvania,Obese (bmi 30.0 - 99.8),18-24,Age Group,75,15.9,"(40.79373015200048, -77.86070029399963)"
2016,OK,Oklahoma,Overweight (bmi 25.0-29.9),35-44,Age Group,224,35.5,"(35.47203135600046, -97.52107021399968)"
2015,PA,Pennsylvania,Obese (bmi 30.0 - 99.8),45-54,Age Group,300,33.7,"(40.793730152, -77.860700294)"
2017,GU,Guam,Overweight (bmi 25.0-29.9),25-34,Age Group,72,30.7,"(13.444304, 144.793731)"
2016,MD,Maryland,Overweight (bmi 25.0-29.9),45-54,Age Group,971,36.4,"(39.29058096400047, -76.60926011099963)"
2018,SC,South Carolina,Obese (BMI 30.0 - 99.8),65+,Age Group,1411,31.4,"(33.998821303000454, -81.04537120699968)"
2015,NM,New Mexico,Overweight (bmi 25.0-29.9),45-54,Age Group,365,40.1,"(34.520880952, -106.240580985)"
2016,OH,Ohio,Obese (bmi 30.0 - 99.8),18-24,Age Group,95,16.6,"(40.06021014100048, -82.40426005599966)"
2016,WV,West Virginia,Overweight (bmi 25.0-29.9),35-44,Age Group,270,32.0,"(38.66551020200046, -80.71264013499967)"
2018,KS,Kansas,Obese (BMI 30.0 - 99.8),25-34,Age Group,318,32.9,"(38.34774030000045, -98.20078122699965)"
2018,AK,Alaska,Overweight (BMI 25.0-29.9),25-34,Age Group,100,33.4,"(64.84507995700051, -147.72205903599973)"
2017,NH,New Hampshire,Obese (bmi 30.0 - 99.8),55-64,Age Group,361,28.4,"(43.65595011300047, -71.50036091999965)"
2019,NC,North Carolina,Overweight (BMI 25.0-29.9),25-34,Age Group,185,36.9,"(35.466220975000454, -79.15925046299964)"
2019,NC,North Carolina,Obese (BMI 30.0 - 99.8),25-34,Age Group,151,30.4,"(35.466220975000454, -79.15925046299964)"
2019,IL,Illinois,Obese (BMI 30.0 - 99.8),65+,Age Group,474,32.5,"(40.48501028300046, -88.99771017799969)"
2016,DE,Delaware,Overweight (bmi 25.0-29.9),55-64,Age Group,303,37.2,"(39.008830667000495, -75.57774116799965)"
2015,MN,Minnesota,Overweight (bmi 25.0-29.9),18-24,Age Group,263,25.2,"(46.355648736, -94.794200503)"
2018,TX,Texas,Overweight (BMI 25.0-29.9),55-64,Age Group,686,37.8,"(31.827240407000488, -99.42677020599967)"
2018,CT,Connecticut,Obese (BMI 30.0 - 99.8),55-64,Age Group,674,31.2,"(41.56266102000046, -72.64984095199964)"
2015,OK,Oklahoma,Obese (bmi 30.0 - 99.8),65+,Age Group,744,28.1,"(35.472031356, -97.521070214)"
2016,IN,Indiana,Obese (bmi 30.0 - 99.8),25-34,Age Group,243,32.4,"(39.766910452000445, -86.14996019399968)"
2015,MD,Maryland,Obese (bmi 30.0 - 99.8),18-24,Age Group,31,10.3,"(39.290580964, -76.609260111)"
2017,GU,Guam,Obese (bmi 30.0 - 99.8),35-44,Age Group,91,41.5,"(13.444304, 144.793731)"
2019,WV,West Virginia,Obese (BMI 30.0 - 99.8),35-44,Age Group,224,42.6,"(38.66551020200046, -80.71264013499967)"
2016,MS,Mississippi,Obese (bmi 30.0 - 99.8),55-64,Age Group,442,39.8,"(32.745510099000455, -89.53803082499968)"
2016,DE,Delaware,Obese (bmi 30.0 - 99.8),45-54,Age Group,211,35.5,"(39.008830667000495, -75.57774116799965)"
2019,AL,Alabama,Obese (BMI 30.0 - 99.8),45-54,Age Group,396,41.5,"(32.84057112200048, -86.63186076199969)"
2016,CO,Colorado,Obese (bmi 30.0 - 99.8),65+,Age Group,956,21.0,"(38.843840757000464, -106.13361092099967)"
2016,MD,Maryland,Overweight (bmi 25.0-29.9),55-64,Age Group,1446,38.6,"(39.29058096400047, -76.60926011099963)"
2018,PR,Puerto Rico,Obese (BMI 30.0 - 99.8),35-44,Age Group,257,37.8,"(18.220833, -66.590149)"
2018,AL,Alabama,Overweight (BMI 25.0-29.9),25-34,Age Group,173,30.4,"(32.84057112200048, -86.63186076199969)"
2016,DE,Delaware,Obese (bmi 30.0 - 99.8),25-34,Age Group,107,26.4,"(39.008830667000495, -75.57774116799965)"
2018,TN,Tennessee,Overweight (BMI 25.0-29.9),55-64,Age Group,344,36.0,"(35.68094058000048, -85.77449091399967)"
2019,MI,Michigan,Overweight (BMI 25.0-29.9),45-54,Age Group,500,34.7,"(44.6613195430005, -84.71439026999968)"
2017,DE,Delaware,Overweight (bmi 25.0-29.9),25-34,Age Group,145,39.8,"(39.008830667000495, -75.57774116799965)"
2015,UT,Utah,Overweight (bmi 25.0-29.9),45-54,Age Group,630,37.9,"(39.360700171, -111.587130635)"
2019,FL,Florida,Overweight (BMI 25.0-29.9),45-54,Age Group,708,39.4,"(28.932040377000476, -81.92896053899966)"
2018,OH,Ohio,Overweight (BMI 25.0-29.9),35-44,Age Group,396,33.8,"(40.06021014100048, -82.40426005599966)"
2015,NC,North Carolina,Obese (bmi 30.0 - 99.8),18-24,Age Group,73,20.1,"(35.466220975, -79.159250463)"
2017,TX,Texas,Overweight (bmi 25.0-29.9),18-24,Age Group,174,30.4,"(31.827240407000488, -99.42677020599967)"
2017,AZ,Arizona,Overweight (bmi 25.0-29.9),25-34,Age Group,399,31.9,"(34.865970280000454, -111.76381127699972)"
2015,AR,Arkansas,Obese (bmi 30.0 - 99.8),45-54,Age Group,279,42.2,"(34.748650124, -92.274490743)"
2016,RI,Rhode Island,Overweight (bmi 25.0-29.9),45-54,Age Group,331,39.3,"(41.70828019300046, -71.52247031399963)"
2017,NH,New Hampshire,Overweight (bmi 25.0-29.9),35-44,Age Group,138,35.3,"(43.65595011300047, -71.50036091999965)"
2017,WY,Wyoming,Overweight (bmi 25.0-29.9),25-34,Age Group,139,38.3,"(43.23554134300048, -108.10983035299967)"
2016,MT,Montana,Overweight (bmi 25.0-29.9),18-24,Age Group,69,29.0,"(47.06652897200047, -109.42442064499971)"
2019,GA,Georgia,Obese (BMI 30.0 - 99.8),25-34,Age Group,218,31.4,"(32.83968109300048, -83.62758034599966)"
2019,OH,Ohio,Overweight (BMI 25.0-29.9),18-24,Age Group,160,25.7,"(40.06021014100048, -82.40426005599966)"
2015,IN,Indiana,Overweight (bmi 25.0-29.9),45-54,Age Group,281,35.2,"(39.766910452, -86.149960194)"
2018,RI,Rhode Island,Obese (BMI 30.0 - 99.8),35-44,Age Group,159,26.9,"(41.70828019300046, -71.52247031399963)"
2015,WA,Washington,Overweight (bmi 25.0-29.9),45-54,Age Group,825,37.2,"(47.522278629, -120.47001079)"
2017,NC,North Carolina,Overweight (bmi 25.0-29.9),55-64,Age Group,322,39.5,"(35.466220975000454, -79.15925046299964)"
2018,ND,North Dakota,Obese (BMI 30.0 - 99.8),25-34,Age Group,147,35.7,"(47.47531977900047, -100.11842104899966)"
2018,DE,Delaware,Overweight (BMI 25.0-29.9),25-34,Age Group,124,31.2,"(39.008830667000495, -75.57774116799965)"
2017,FL,Florida,Obese (bmi 30.0 - 99.8),18-24,Age Group,254,17.1,"(28.932040377000476, -81.92896053899966)"
2016,VT,Vermont,Overweight (bmi 25.0-29.9),35-44,Age Group,208,34.2,"(43.62538123900049, -72.51764079099962)"
2018,MI,Michigan,Overweight (BMI 25.0-29.9),35-44,Age Group,387,35.3,"(44.6613195430005, -84.71439026999968)"
2016,KS,Kansas,Obese (bmi 30.0 - 99.8),55-64,Age Group,869,36.8,"(38.34774030000045, -98.20078122699965)"
2019,PR,Puerto Rico,Obese (BMI 30.0 - 99.8),25-34,Age Group,249,33.7,"(18.220833, -66.590149)"
2018,AL,Alabama,Obese (BMI 30.0 - 99.8),45-54,Age Group,393,39.8,"(32.84057112200048, -86.63186076199969)"
2017,CT,Connecticut,Overweight (bmi 25.0-29.9),25-34,Age Group,236,32.6,"(41.56266102000046, -72.64984095199964)"
2019,DE,Delaware,Overweight (BMI 25.0-29.9),65+,Age Group,477,39.0,"(39.008830667000495, -75.57774116799965)"
2018,OH,Ohio,Obese (BMI 30.0 - 99.8),55-64,Age Group,1115,39.2,"(40.06021014100048, -82.40426005599966)"
2018,RI,Rhode Island,Overweight (BMI 25.0-29.9),35-44,Age Group,205,39.8,"(41.70828019300046, -71.52247031399963)"
2017,OH,Ohio,Overweight (bmi 25.0-29.9),35-44,Age Group,385,33.7,"(40.06021014100048, -82.40426005599966)"
2015,NY,New York,Overweight (bmi 25.0-29.9),55-64,Age Group,890,37.4,"(42.827001032, -75.543970427)"
2017,WY,Wyoming,Overweight (bmi 25.0-29.9),65+,Age Group,593,39.6,"(43.23554134300048, -108.10983035299967)"
2019,TN,Tennessee,Overweight (BMI 25.0-29.9),55-64,Age Group,398,35.2,"(35.68094058000048, -85.77449091399967)"
2018,ME,Maine,Obese (BMI 30.0 - 99.8),35-44,Age Group,314,36.1,"(45.254228894000505, -68.98503133599962)"
2019,AR,Arkansas,Overweight (BMI 25.0-29.9),45-54,Age Group,188,33.3,"(34.74865012400045, -92.27449074299966)"
2015,KS,Kansas,Obese (bmi 30.0 - 99.8),18-24,Age Group,288,22.1,"(38.3477403, -98.200781227)"
2018,ID,Idaho,Overweight (BMI 25.0-29.9),35-44,Age Group,157,37.4,"(43.682630005000476, -114.3637300419997)"
2017,AZ,Arizona,Overweight (bmi 25.0-29.9),45-54,Age Group,768,37.8,"(34.865970280000454, -111.76381127699972)"
2017,RI,Rhode Island,Obese (bmi 30.0 - 99.8),45-54,Age Group,287,35.8,"(41.70828019300046, -71.52247031399963)"
2019,OH,Ohio,Overweight (BMI 25.0-29.9),55-64,Age Group,881,34.6,"(40.06021014100048, -82.40426005599966)"
2019,NE,Nebraska,Obese (BMI 30.0 - 99.8),55-64,Age Group,1181,40.4,"(41.6410409880005, -99.36572062299967)"
2015,VT,Vermont,Obese (bmi 30.0 - 99.8),25-34,Age Group,131,25.4,"(43.625381239, -72.517640791)"
2015,WY,Wyoming,Obese (bmi 30.0 - 99.8),45-54,Age Group,195,31.1,"(43.235541343, -108.109830353)"
2018,AZ,Arizona,Obese (BMI 30.0 - 99.8),55-64,Age Group,514,35.4,"(34.865970280000454, -111.76381127699972)"
2015,ND,North Dakota,Obese (bmi 30.0 - 99.8),65+,Age Group,495,30.9,"(47.475319779, -100.118421049)"
2019,WA,Washington,Obese (BMI 30.0 - 99.8),35-44,Age Group,470,31.4,"(47.52227862900048, -120.47001078999972)"
2019,AK,Alaska,Obese (BMI 30.0 - 99.8),18-24,Age Group,23,15.4,"(64.84507995700051, -147.72205903599973)"
2015,SD,South Dakota,Obese (bmi 30.0 - 99.8),55-64,Age Group,530,40.0,"(44.353130053, -100.373530637)"
2019,NH,New Hampshire,Overweight (BMI 25.0-29.9),25-34,Age Group,117,32.0,"(43.65595011300047, -71.50036091999965)"
2016,NY,New York,Obese (bmi 30.0 - 99.8),35-44,Age Group,1069,27.7,"(42.82700103200045, -75.54397042699964)"
2015,SC,South Carolina,Obese (bmi 30.0 - 99.8),25-34,Age Group,301,30.3,"(33.998821303, -81.045371207)"
2018,MO,Missouri,Overweight (BMI 25.0-29.9),35-44,Age Group,176,31.4,"(38.635790776000476, -92.56630005299968)"
2018,TN,Tennessee,Obese (BMI 30.0 - 99.8),18-24,Age Group,69,25.2,"(35.68094058000048, -85.77449091399967)"
2016,AR,Arkansas,Overweight (bmi 25.0-29.9),65+,Age Group,839,37.8,"(34.74865012400045, -92.27449074299966)"
2016,RI,Rhode Island,Overweight (bmi 25.0-29.9),55-64,Age Group,466,37.4,"(41.70828019300046, -71.52247031399963)"
2016,DC,District of Columbia,Overweight (bmi 25.0-29.9),35-44,Age Group,164,33.2,"(38.89037138500049, -77.03196112699965)"
2016,WV,West Virginia,Overweight (bmi 25.0-29.9),45-54,Age Group,356,31.9,"(38.66551020200046, -80.71264013499967)"
2016,CA,California,Overweight (bmi 25.0-29.9),18-24,Age Group,244,24.5,"(37.63864012300047, -120.99999953799971)"
2016,MI,Michigan,Overweight (bmi 25.0-29.9),65+,Age Group,1423,38.2,"(44.6613195430005, -84.71439026999968)"
2019,MA,Massachusetts,Overweight (BMI 25.0-29.9),45-54,Age Group,383,39.4,"(42.27687047000046, -72.08269067499964)"
2015,SC,South Carolina,Obese (bmi 30.0 - 99.8),18-24,Age Group,117,20.3,"(33.998821303, -81.045371207)"
2016,GU,Guam,Obese (bmi 30.0 - 99.8),25-34,Age Group,73,30.6,"(13.444304, 144.793731)"
2019,IL,Illinois,Obese (BMI 30.0 - 99.8),25-34,Age Group,181,29.8,"(40.48501028300046, -88.99771017799969)"
2016,SC,South Carolina,Obese (bmi 30.0 - 99.8),45-54,Age Group,664,41.7,"(33.998821303000454, -81.04537120699968)"
2018,MT,Montana,Obese (BMI 30.0 - 99.8),55-64,Age Group,387,33.6,"(47.06652897200047, -109.42442064499971)"
2018,CA,California,Obese (BMI 30.0 - 99.8),55-64,Age Group,639,30.1,"(37.63864012300047, -120.99999953799971)"
2015,IL,Illinois,Obese (bmi 30.0 - 99.8),55-64,Age Group,363,37.0,"(40.485010283, -88.997710178)"
2015,OR,Oregon,Overweight (bmi 25.0-29.9),35-44,Age Group,190,37.0,"(44.567449424, -120.155031326)"
2018,NY,New York,Obese (BMI 30.0 - 99.8),18-24,Age Group,378,18.0,"(42.82700103200045, -75.54397042699964)"
2018,HI,Hawaii,Obese (BMI 30.0 - 99.8),18-24,Age Group,96,20.6,"(21.304850435000446, -157.85774940299973)"
2015,IA,Iowa,Obese (bmi 30.0 - 99.8),55-64,Age Group,454,35.3,"(42.469400913, -93.816490556)"
2016,GA,Georgia,Obese (bmi 30.0 - 99.8),45-54,Age Group,290,36.7,"(32.83968109300048, -83.62758034599966)"
